Number,City,Gender,Age,Income,Illness
95797,Los Angeles,1,42,0,0
95798,Los Angeles,1,38,0,0
95799,Los Angeles,1,30,0,0
95800,Los Angeles,1,38,0,0
95801,Los Angeles,1,35,0,1
95802,Los Angeles,0,41,0,0
95803,Los Angeles,1,26,0,0
95804,Los Angeles,1,35,0,0
95805,Los Angeles,0,35,1,1
95806,Los Angeles,1,60,0,0
95807,Los Angeles,1,39,1,0
95808,Los Angeles,1,41,1,0
95809,Los Angeles,1,50,0,0
95810,Los Angeles,1,43,0,0
95811,Los Angeles,0,50,0,1
95812,Los Angeles,0,45,1,0
95813,Los Angeles,0,30,0,0
95814,Los Angeles,0,27,1,0
95815,Los Angeles,0,33,0,0
95816,Los Angeles,0,46,0,0
95817,Los Angeles,0,31,0,0
95818,Los Angeles,1,57,0,0
95819,Los Angeles,1,30,1,0
95820,Los Angeles,0,60,0,1
95821,Los Angeles,1,42,0,0
95822,Los Angeles,1,64,0,0
95823,Los Angeles,1,44,0,0
95824,Los Angeles,1,46,1,0
95825,Los Angeles,0,52,1,0
95826,Los Angeles,0,27,0,0
95827,Los Angeles,1,46,0,0
95828,Los Angeles,1,27,0,0
95829,Los Angeles,1,57,0,0
95830,Los Angeles,0,64,0,0
95831,Los Angeles,0,36,0,0
95832,Los Angeles,0,57,0,0
95833,Los Angeles,0,27,0,1
95834,Los Angeles,0,56,0,0
95835,Los Angeles,0,46,0,0
95836,Los Angeles,1,42,0,0
95837,Los Angeles,0,27,0,0
95838,Los Angeles,1,44,0,0
95839,Los Angeles,0,40,0,0
95840,Los Angeles,0,53,0,0
95841,Los Angeles,1,40,0,0
95842,Los Angeles,1,60,0,0
95843,Los Angeles,0,35,0,1
95844,Los Angeles,0,36,0,0
95845,Los Angeles,1,58,0,1
95846,Los Angeles,0,34,1,0
95847,Los Angeles,0,46,0,0
95848,Los Angeles,0,34,1,0
95849,Los Angeles,1,37,0,0
95850,Los Angeles,1,42,0,0
95851,Los Angeles,1,64,0,0
95852,Los Angeles,1,60,0,1
95853,Los Angeles,0,35,0,0
95854,Los Angeles,0,28,1,0
95855,Los Angeles,1,49,0,0
95856,Los Angeles,1,60,0,0
95857,Los Angeles,0,39,0,1
95858,Los Angeles,1,59,1,0
95859,Los Angeles,1,51,1,0
95860,Los Angeles,0,60,1,0
95861,Los Angeles,0,53,0,0
95862,Los Angeles,1,62,0,0
95863,Los Angeles,0,37,0,0
95864,Los Angeles,0,44,1,0
95865,Los Angeles,1,42,0,0
95866,Los Angeles,0,52,0,0
95867,Los Angeles,0,45,0,0
95868,Los Angeles,0,55,0,0
95869,Los Angeles,1,40,0,0
95870,Los Angeles,1,33,0,0
95871,Los Angeles,0,39,0,0
95872,Los Angeles,0,56,1,1
95873,Los Angeles,1,28,1,1
95874,Los Angeles,0,49,0,0
95875,Los Angeles,0,54,0,0
95876,Los Angeles,1,62,0,1
95877,Los Angeles,0,61,1,0
95878,Los Angeles,1,34,0,1
95879,Los Angeles,0,40,0,0
95880,Los Angeles,0,61,0,0
95881,Los Angeles,1,30,0,0
95882,Los Angeles,0,28,0,0
95883,Los Angeles,0,44,1,1
95884,Los Angeles,1,27,0,0
95885,Los Angeles,0,32,0,1
95886,Los Angeles,1,37,0,0
95887,Los Angeles,0,46,0,0
95888,Los Angeles,0,35,0,0
95889,Los Angeles,1,44,0,0
95890,Los Angeles,0,31,1,0
95891,Los Angeles,1,65,0,0
95892,Los Angeles,0,40,1,0
95893,Los Angeles,0,48,1,0
95894,Los Angeles,1,43,0,0
95895,Los Angeles,0,43,0,0
95896,Los Angeles,1,39,0,0
95897,Los Angeles,1,59,1,0
95898,Los Angeles,0,64,0,0
95899,Los Angeles,0,56,0,0
95900,Los Angeles,1,46,0,0
95901,Los Angeles,1,53,0,0
95902,Los Angeles,0,41,1,0
95903,Los Angeles,1,28,0,0
95904,Los Angeles,1,60,0,0
95905,Los Angeles,0,33,0,0
95906,Los Angeles,1,39,0,0
95907,Los Angeles,1,38,1,0
95908,Los Angeles,1,39,0,0
95909,Los Angeles,0,47,0,0
95910,Los Angeles,0,49,0,1
95911,Los Angeles,1,57,1,0
95912,Los Angeles,1,50,1,0
95913,Los Angeles,0,43,0,0
95914,Los Angeles,1,35,0,0
95915,Los Angeles,1,50,0,0
95916,Los Angeles,0,41,1,0
95917,Los Angeles,1,65,0,0
95918,Los Angeles,1,29,0,0
95919,Los Angeles,1,64,0,1
95920,Los Angeles,0,56,0,0
95921,Los Angeles,1,53,0,0
95922,Los Angeles,1,28,0,0
95923,Los Angeles,1,37,1,0
95924,Los Angeles,0,36,0,0
95925,Los Angeles,1,44,1,0
95926,Los Angeles,1,37,1,0
95927,Los Angeles,0,40,0,0
95928,Los Angeles,0,33,0,0
95929,Los Angeles,0,60,1,0
95930,Los Angeles,1,37,0,0
95931,Los Angeles,0,59,1,0
95932,Los Angeles,1,41,0,0
95933,Los Angeles,0,41,0,0
95934,Los Angeles,0,55,0,0
95935,Los Angeles,1,46,0,0
95936,Los Angeles,0,41,0,0
95937,Los Angeles,1,50,0,0
95938,Los Angeles,0,34,0,0
95939,Los Angeles,0,28,1,0
95940,Los Angeles,1,26,0,0
95941,Los Angeles,1,54,0,0
95942,Los Angeles,0,59,0,0
95943,Los Angeles,1,34,0,0
95944,Los Angeles,1,48,1,0
95945,Los Angeles,0,34,0,0
95946,Los Angeles,0,55,0,1
95947,Los Angeles,1,28,0,0
95948,Los Angeles,0,62,1,1
95949,Los Angeles,0,48,0,0
95950,Los Angeles,1,64,0,0
95951,Los Angeles,0,59,0,0
95952,Los Angeles,0,39,0,0
95953,Los Angeles,0,61,0,0
95954,Los Angeles,1,39,0,0
95955,Los Angeles,0,64,1,0
95956,Los Angeles,1,36,0,0
95957,Los Angeles,0,56,1,0
95958,Los Angeles,0,43,0,0
95959,Los Angeles,1,59,1,0
95960,Los Angeles,1,43,0,0
95961,Los Angeles,0,40,0,0
95962,Los Angeles,0,30,0,0
95963,Los Angeles,1,25,1,0
95964,Los Angeles,0,49,1,0
95965,Los Angeles,0,52,0,0
95966,Los Angeles,0,30,0,0
95967,Los Angeles,0,44,1,0
95968,Los Angeles,1,59,0,0
95969,Los Angeles,0,36,0,0
95970,Los Angeles,0,40,0,0
95971,Los Angeles,1,47,0,0
95972,Los Angeles,1,33,0,0
95973,Los Angeles,0,32,0,0
95974,Los Angeles,1,60,0,0
95975,Los Angeles,1,31,0,0
95976,Los Angeles,1,44,1,0
95977,Los Angeles,0,29,0,0
95978,Los Angeles,0,32,0,1
95979,Los Angeles,1,61,0,0
95980,Los Angeles,0,54,0,0
95981,Los Angeles,0,44,0,0
95982,Los Angeles,1,50,1,0
95983,Los Angeles,0,56,0,0
95984,Los Angeles,1,29,0,0
95985,Los Angeles,0,57,0,0
95986,Los Angeles,0,46,0,0
95987,Los Angeles,0,55,0,0
95988,Los Angeles,1,25,1,0
95989,Los Angeles,0,50,0,0
95990,Los Angeles,1,40,0,0
95991,Los Angeles,1,42,0,0
95992,Los Angeles,1,48,0,0
95993,Los Angeles,1,31,1,1
95994,Los Angeles,1,38,1,0
95995,Los Angeles,0,49,0,0
95996,Los Angeles,1,53,0,0
95997,Los Angeles,0,51,1,0
95998,Los Angeles,1,39,0,0
95999,Los Angeles,1,27,0,0
96000,Los Angeles,1,45,0,0
96001,Los Angeles,1,61,0,0
96002,Los Angeles,0,49,0,0
96003,Los Angeles,0,31,0,0
96004,Los Angeles,0,30,1,1
96005,Los Angeles,1,28,0,0
96006,Los Angeles,1,61,0,0
96007,Los Angeles,0,48,0,0
96008,Los Angeles,1,60,1,0
96009,Los Angeles,0,42,1,0
96010,Los Angeles,0,63,0,0
96011,Los Angeles,0,38,0,0
96012,Los Angeles,0,43,1,0
96013,Los Angeles,1,35,0,0
96014,Los Angeles,0,46,1,0
96015,Los Angeles,0,64,0,0
96016,Los Angeles,0,59,0,0
96017,Los Angeles,1,63,0,0
96018,Los Angeles,0,26,0,0
96019,Los Angeles,0,44,0,0
96020,Los Angeles,0,38,0,0
96021,Los Angeles,0,49,0,0
96022,Los Angeles,1,31,0,1
96023,Los Angeles,0,41,0,0
96024,Los Angeles,0,35,0,0
96025,Los Angeles,1,32,1,1
96026,Los Angeles,0,26,0,1
96027,Los Angeles,0,43,0,0
96028,Los Angeles,1,38,0,0
96029,Los Angeles,1,43,0,0
96030,Los Angeles,0,49,0,0
96031,Los Angeles,1,36,0,0
96032,Los Angeles,1,56,0,0
96033,Los Angeles,0,37,0,0
96034,Los Angeles,0,46,1,0
96035,Los Angeles,1,44,0,0
96036,Los Angeles,0,43,0,0
96037,Los Angeles,1,40,1,0
96038,Los Angeles,0,47,0,0
96039,Los Angeles,0,44,0,0
96040,Los Angeles,1,28,0,0
96041,Los Angeles,0,26,0,0
96042,Los Angeles,1,28,1,0
96043,Los Angeles,1,59,0,0
96044,Los Angeles,0,40,0,0
96045,Los Angeles,0,55,1,0
96046,Los Angeles,1,51,1,0
96047,Los Angeles,1,33,0,0
96048,Los Angeles,1,53,0,0
96049,Los Angeles,0,56,0,0
96050,Los Angeles,0,55,0,0
96051,Los Angeles,0,50,0,0
96052,Los Angeles,1,46,1,0
96053,Los Angeles,0,43,0,0
96054,Los Angeles,0,46,0,0
96055,Los Angeles,0,32,0,1
96056,Los Angeles,0,44,1,0
96057,Los Angeles,0,29,0,0
96058,Los Angeles,1,37,0,0
96059,Los Angeles,1,38,0,0
96060,Los Angeles,1,31,1,0
96061,Los Angeles,1,56,0,0
96062,Los Angeles,1,51,0,0
96063,Los Angeles,0,61,0,0
96064,Los Angeles,1,44,0,0
96065,Los Angeles,1,41,1,0
96066,Los Angeles,0,51,0,0
96067,Los Angeles,0,47,0,0
96068,Los Angeles,1,52,0,0
96069,Los Angeles,1,32,1,0
96070,Los Angeles,0,54,0,0
96071,Los Angeles,0,50,0,0
96072,Los Angeles,0,61,1,0
96073,Los Angeles,0,43,0,0
96074,Los Angeles,0,36,1,0
96075,Los Angeles,1,51,1,0
96076,Los Angeles,0,30,0,0
96077,Los Angeles,0,62,0,0
96078,Los Angeles,0,44,1,0
96079,Los Angeles,1,50,0,1
96080,Los Angeles,0,60,0,0
96081,Los Angeles,0,28,1,1
96082,Los Angeles,1,50,0,1
96083,Los Angeles,1,60,0,1
96084,Los Angeles,1,28,1,0
96085,Los Angeles,0,61,1,0
96086,Los Angeles,1,27,0,1
96087,Los Angeles,0,58,0,0
96088,Los Angeles,1,38,1,0
96089,Los Angeles,1,34,0,0
96090,Los Angeles,1,26,0,0
96091,Los Angeles,0,55,0,1
96092,Los Angeles,0,50,0,0
96093,Los Angeles,0,55,1,0
96094,Los Angeles,0,45,1,0
96095,Los Angeles,1,42,1,0
96096,Los Angeles,0,31,0,0
96097,Los Angeles,0,50,1,0
96098,Los Angeles,1,40,0,0
96099,Los Angeles,0,60,1,1
96100,Los Angeles,1,25,0,0
96101,Los Angeles,0,38,0,1
96102,Los Angeles,1,35,0,0
96103,Los Angeles,1,64,1,0
96104,Los Angeles,0,42,1,0
96105,Los Angeles,0,40,1,0
96106,Los Angeles,0,29,1,1
96107,Los Angeles,1,59,0,0
96108,Los Angeles,0,55,0,0
96109,Los Angeles,0,32,0,0
96110,Los Angeles,0,52,0,0
96111,Los Angeles,0,49,0,0
96112,Los Angeles,0,63,0,0
96113,Los Angeles,1,38,0,0
96114,Los Angeles,0,64,0,0
96115,Los Angeles,1,30,0,0
96116,Los Angeles,0,31,0,0
96117,Los Angeles,1,42,0,0
96118,Los Angeles,0,49,0,0
96119,Los Angeles,1,54,0,0
96120,Los Angeles,1,52,0,0
96121,Los Angeles,0,51,0,1
96122,Los Angeles,1,41,0,0
96123,Los Angeles,0,53,1,0
96124,Los Angeles,1,53,1,0
96125,Los Angeles,1,57,0,0
96126,Los Angeles,0,39,0,1
96127,Los Angeles,1,43,1,0
96128,Los Angeles,1,39,0,0
96129,Los Angeles,1,49,0,0
96130,Los Angeles,1,53,1,0
96131,Los Angeles,0,32,0,0
96132,Los Angeles,0,49,1,0
96133,Los Angeles,1,61,0,0
96134,Los Angeles,0,55,0,0
96135,Los Angeles,1,27,1,0
96136,Los Angeles,0,55,0,0
96137,Los Angeles,1,28,1,0
96138,Los Angeles,0,36,0,0
96139,Los Angeles,0,48,1,0
96140,Los Angeles,0,52,1,0
96141,Los Angeles,0,63,0,0
96142,Los Angeles,0,28,0,0
96143,Los Angeles,1,59,0,0
96144,Los Angeles,1,50,0,1
96145,Los Angeles,1,38,0,0
96146,Los Angeles,1,47,0,0
96147,Los Angeles,0,41,0,0
96148,Los Angeles,0,33,0,0
96149,Los Angeles,1,33,0,0
96150,Los Angeles,1,49,0,0
96151,Los Angeles,0,39,0,0
96152,Los Angeles,0,32,1,0
96153,Los Angeles,0,25,0,0
96154,Los Angeles,1,43,0,0
96155,Los Angeles,0,64,0,0
96156,Los Angeles,1,60,0,0
96157,Los Angeles,0,56,0,0
96158,Los Angeles,1,45,0,0
96159,Los Angeles,0,62,0,0
96160,Los Angeles,0,44,0,1
96161,Los Angeles,0,48,0,0
96162,Los Angeles,1,49,0,0
96163,Los Angeles,0,27,0,0
96164,Los Angeles,0,30,0,1
96165,Los Angeles,0,42,0,0
96166,Los Angeles,1,42,1,0
96167,Los Angeles,1,46,0,0
96168,Los Angeles,0,38,0,0
96169,Los Angeles,0,54,0,1
96170,Los Angeles,1,41,0,0
96171,Los Angeles,0,31,0,0
96172,Los Angeles,1,30,0,0
96173,Los Angeles,0,53,0,0
96174,Los Angeles,0,42,1,0
96175,Los Angeles,1,31,0,0
96176,Los Angeles,1,51,0,0
96177,Los Angeles,0,36,0,0
96178,Los Angeles,1,36,1,1
96179,Los Angeles,1,34,0,0
96180,Los Angeles,0,46,1,0
96181,Los Angeles,0,45,0,1
96182,Los Angeles,0,57,0,0
96183,Los Angeles,0,45,0,0
96184,Los Angeles,1,42,1,0
96185,Los Angeles,1,42,0,0
96186,Los Angeles,1,53,0,0
96187,Los Angeles,0,29,0,0
96188,Los Angeles,1,29,0,0
96189,Los Angeles,0,31,1,0
96190,Los Angeles,1,63,0,0
96191,Los Angeles,0,58,1,0
96192,Los Angeles,1,32,0,0
96193,Los Angeles,1,29,0,0
96194,Los Angeles,0,53,1,0
96195,Los Angeles,1,59,1,0
96196,Los Angeles,0,50,0,0
96197,Los Angeles,0,26,0,0
96198,Los Angeles,0,41,0,0
96199,Los Angeles,1,50,0,0
96200,Los Angeles,1,63,0,0
96201,Los Angeles,0,55,1,0
96202,Los Angeles,0,37,0,0
96203,Los Angeles,0,48,0,0
96204,Los Angeles,1,52,1,0
96205,Los Angeles,1,37,0,0
96206,Los Angeles,0,45,1,0
96207,Los Angeles,1,56,0,0
96208,Los Angeles,0,62,1,0
96209,Los Angeles,1,59,0,0
96210,Los Angeles,0,51,0,0
96211,Los Angeles,1,38,0,0
96212,Los Angeles,1,42,0,0
96213,Los Angeles,0,42,0,0
96214,Los Angeles,0,36,0,0
96215,Los Angeles,1,61,0,0
96216,Los Angeles,0,63,0,0
96217,Los Angeles,0,56,1,0
96218,Los Angeles,1,51,0,0
96219,Los Angeles,1,62,1,0
96220,Los Angeles,1,44,1,0
96221,Los Angeles,1,47,1,0
96222,Los Angeles,0,32,0,0
96223,Los Angeles,1,31,0,0
96224,Los Angeles,0,49,0,0
96225,Los Angeles,1,44,0,1
96226,Los Angeles,1,50,0,0
96227,Los Angeles,0,60,0,0
96228,Los Angeles,0,47,1,0
96229,Los Angeles,0,65,0,0
96230,Los Angeles,0,32,1,1
96231,Los Angeles,1,60,0,0
96232,Los Angeles,0,59,0,0
96233,Los Angeles,0,39,0,0
96234,Los Angeles,0,26,1,0
96235,Los Angeles,0,48,1,0
96236,Los Angeles,0,62,0,0
96237,Los Angeles,1,44,0,0
96238,Los Angeles,0,27,0,0
96239,Los Angeles,1,30,0,0
96240,Los Angeles,1,43,0,1
96241,Los Angeles,1,52,0,0
96242,Los Angeles,1,33,0,0
96243,Los Angeles,0,39,0,0
96244,Los Angeles,0,61,0,0
96245,Los Angeles,0,44,0,0
96246,Los Angeles,0,64,0,1
96247,Los Angeles,0,51,0,0
96248,Los Angeles,1,48,0,0
96249,Los Angeles,0,37,1,0
96250,Los Angeles,0,46,1,0
96251,Los Angeles,1,27,0,0
96252,Los Angeles,1,27,1,0
96253,Los Angeles,0,49,0,0
96254,Los Angeles,1,41,1,0
96255,Los Angeles,1,27,0,0
96256,Los Angeles,0,36,0,0
96257,Los Angeles,0,49,0,1
96258,Los Angeles,1,28,0,0
96259,Los Angeles,1,53,0,0
96260,Los Angeles,0,37,1,0
96261,Los Angeles,1,28,0,0
96262,Los Angeles,1,27,0,0
96263,Los Angeles,0,46,1,0
96264,Los Angeles,0,54,0,0
96265,Los Angeles,1,28,0,0
96266,Los Angeles,0,26,0,0
96267,Los Angeles,0,58,0,0
96268,Los Angeles,0,27,0,0
96269,Los Angeles,0,26,0,0
96270,Los Angeles,0,40,0,1
96271,Los Angeles,0,53,0,0
96272,Los Angeles,0,59,1,1
96273,Los Angeles,1,57,1,0
96274,Los Angeles,0,35,0,0
96275,Los Angeles,1,57,1,1
96276,Los Angeles,0,53,0,0
96277,Los Angeles,0,41,0,0
96278,Los Angeles,1,48,0,0
96279,Los Angeles,0,52,0,0
96280,Los Angeles,0,55,0,0
96281,Los Angeles,0,56,0,0
96282,Los Angeles,0,32,0,0
96283,Los Angeles,0,47,1,0
96284,Los Angeles,0,46,0,0
96285,Los Angeles,1,65,1,0
96286,Los Angeles,1,58,1,0
96287,Los Angeles,0,47,0,0
96288,Los Angeles,0,47,1,0
96289,Los Angeles,0,28,0,0
96290,Los Angeles,0,55,0,0
96291,Los Angeles,0,58,0,0
96292,Los Angeles,0,61,0,0
96293,Los Angeles,0,48,0,0
96294,Los Angeles,0,46,0,0
96295,Los Angeles,1,52,1,0
96296,Los Angeles,0,32,0,0
96297,Los Angeles,1,35,0,0
96298,Los Angeles,1,46,0,1
96299,Los Angeles,0,37,0,0
96300,Los Angeles,1,35,0,0
96301,Los Angeles,1,32,0,0
96302,Los Angeles,1,33,1,1
96303,Los Angeles,0,53,0,0
96304,Los Angeles,1,58,1,0
96305,Los Angeles,0,57,0,0
96306,Los Angeles,0,30,1,0
96307,Los Angeles,0,36,0,0
96308,Los Angeles,1,42,0,0
96309,Los Angeles,0,29,1,0
96310,Los Angeles,0,35,0,1
96311,Los Angeles,1,28,0,0
96312,Los Angeles,0,39,1,0
96313,Los Angeles,1,63,1,0
96314,Los Angeles,1,44,0,0
96315,Los Angeles,0,59,0,0
96316,Los Angeles,0,64,0,0
96317,Los Angeles,0,51,0,0
96318,Los Angeles,1,63,0,0
96319,Los Angeles,0,54,0,0
96320,Los Angeles,1,63,0,0
96321,Los Angeles,1,42,0,0
96322,Los Angeles,0,28,1,0
96323,Los Angeles,1,51,0,0
96324,Los Angeles,1,29,1,0
96325,Los Angeles,0,55,0,0
96326,Los Angeles,1,62,0,0
96327,Los Angeles,0,61,0,0
96328,Los Angeles,1,28,1,0
96329,Los Angeles,0,28,0,0
96330,Los Angeles,1,37,1,0
96331,Los Angeles,1,32,1,1
96332,Los Angeles,1,28,0,0
96333,Los Angeles,0,34,0,0
96334,Los Angeles,1,37,0,0
96335,Los Angeles,0,35,0,1
96336,Los Angeles,1,54,0,0
96337,Los Angeles,0,34,0,0
96338,Los Angeles,1,65,0,1
96339,Los Angeles,0,50,0,1
96340,Los Angeles,1,47,1,0
96341,Los Angeles,1,54,0,0
96342,Los Angeles,1,43,0,0
96343,Los Angeles,1,33,0,0
96344,Los Angeles,0,48,0,1
96345,Los Angeles,1,46,0,0
96346,Los Angeles,1,59,0,0
96347,Los Angeles,0,42,0,0
96348,Los Angeles,1,64,0,0
96349,Los Angeles,1,62,0,0
96350,Los Angeles,0,53,1,0
96351,Los Angeles,1,58,1,0
96352,Los Angeles,0,46,0,0
96353,Los Angeles,0,48,1,0
96354,Los Angeles,0,40,0,0
96355,Los Angeles,0,34,1,0
96356,Los Angeles,0,54,1,0
96357,Los Angeles,0,55,0,0
96358,Los Angeles,1,40,0,0
96359,Los Angeles,0,64,1,0
96360,Los Angeles,1,59,0,0
96361,Los Angeles,0,59,0,0
96362,Los Angeles,0,57,0,0
96363,Los Angeles,1,55,0,0
96364,Los Angeles,0,38,0,0
96365,Los Angeles,1,43,0,0
96366,Los Angeles,0,28,0,0
96367,Los Angeles,1,43,1,1
96368,Los Angeles,0,31,1,0
96369,Los Angeles,0,47,1,0
96370,Los Angeles,0,61,0,0
96371,Los Angeles,1,27,0,0
96372,Los Angeles,1,39,0,0
96373,Los Angeles,1,48,0,0
96374,Los Angeles,0,51,1,0
96375,Los Angeles,0,54,0,0
96376,Los Angeles,1,31,1,0
96377,Los Angeles,0,59,0,0
96378,Los Angeles,0,34,1,0
96379,Los Angeles,0,32,0,0
96380,Los Angeles,1,47,1,0
96381,Los Angeles,1,61,0,0
96382,Los Angeles,0,30,0,0
96383,Los Angeles,1,32,0,0
96384,Los Angeles,0,55,0,0
96385,Los Angeles,0,47,0,1
96386,Los Angeles,1,52,0,0
96387,Los Angeles,1,53,0,0
96388,Los Angeles,1,64,0,0
96389,Los Angeles,1,44,0,1
96390,Los Angeles,1,55,1,0
96391,Los Angeles,0,32,1,0
96392,Los Angeles,0,49,0,0
96393,Los Angeles,1,53,0,0
96394,Los Angeles,1,51,0,1
96395,Los Angeles,0,37,1,0
96396,Los Angeles,0,37,1,0
96397,Los Angeles,0,61,0,0
96398,Los Angeles,0,50,1,0
96399,Los Angeles,1,47,0,0
96400,Los Angeles,0,46,0,0
96401,Los Angeles,0,31,1,0
96402,Los Angeles,0,53,0,0
96403,Los Angeles,0,64,0,0
96404,Los Angeles,1,39,1,0
96405,Los Angeles,1,31,0,0
96406,Los Angeles,0,40,1,0
96407,Los Angeles,1,30,0,0
96408,Los Angeles,1,63,0,0
96409,Los Angeles,0,35,0,0
96410,Los Angeles,0,34,0,0
96411,Los Angeles,0,48,0,0
96412,Los Angeles,0,58,1,0
96413,Los Angeles,0,56,0,0
96414,Los Angeles,1,45,0,0
96415,Los Angeles,0,63,0,0
96416,Los Angeles,1,57,0,1
96417,Los Angeles,0,59,1,0
96418,Los Angeles,1,33,0,0
96419,Los Angeles,1,30,1,0
96420,Los Angeles,0,26,0,0
96421,Los Angeles,1,41,0,0
96422,Los Angeles,0,57,0,0
96423,Los Angeles,1,37,0,0
96424,Los Angeles,0,53,0,0
96425,Los Angeles,1,61,1,0
96426,Los Angeles,0,29,1,0
96427,Los Angeles,0,40,0,0
96428,Los Angeles,0,65,0,0
96429,Los Angeles,0,59,0,0
96430,Los Angeles,1,46,1,0
96431,Los Angeles,0,26,0,0
96432,Los Angeles,1,38,0,0
96433,Los Angeles,0,49,0,0
96434,Los Angeles,0,59,0,0
96435,Los Angeles,1,29,1,1
96436,Los Angeles,1,60,0,0
96437,Los Angeles,0,65,0,1
96438,Los Angeles,0,62,0,0
96439,Los Angeles,1,53,0,0
96440,Los Angeles,1,27,0,0
96441,Los Angeles,1,63,0,0
96442,Los Angeles,0,57,0,0
96443,Los Angeles,0,30,0,0
96444,Los Angeles,0,65,0,0
96445,Los Angeles,1,51,1,0
96446,Los Angeles,0,51,1,0
96447,Los Angeles,0,41,0,0
96448,Los Angeles,1,41,0,0
96449,Los Angeles,1,27,0,0
96450,Los Angeles,0,56,0,0
96451,Los Angeles,1,30,1,0
96452,Los Angeles,1,33,0,0
96453,Los Angeles,1,53,0,0
96454,Los Angeles,1,51,0,0
96455,Los Angeles,1,34,1,0
96456,Los Angeles,0,63,0,0
96457,Los Angeles,0,49,1,0
96458,Los Angeles,1,57,0,0
96459,Los Angeles,0,60,1,0
96460,Los Angeles,0,38,0,0
96461,Los Angeles,0,50,0,0
96462,Los Angeles,1,38,1,0
96463,Los Angeles,1,28,0,0
96464,Los Angeles,1,54,0,0
96465,Los Angeles,0,64,0,0
96466,Los Angeles,0,33,0,0
96467,Los Angeles,1,50,0,0
96468,Los Angeles,0,36,0,0
96469,Los Angeles,0,53,0,1
96470,Los Angeles,1,36,1,0
96471,Los Angeles,0,47,0,0
96472,Los Angeles,1,50,0,0
96473,Los Angeles,1,41,0,0
96474,Los Angeles,0,51,0,0
96475,Los Angeles,1,33,0,0
96476,Los Angeles,1,30,0,0
96477,Los Angeles,0,30,0,0
96478,Los Angeles,0,45,1,0
96479,Los Angeles,1,64,1,0
96480,Los Angeles,0,35,0,0
96481,Los Angeles,1,39,1,0
96482,Los Angeles,1,64,0,0
96483,Los Angeles,1,42,0,0
96484,Los Angeles,0,35,0,0
96485,Los Angeles,0,32,1,0
96486,Los Angeles,1,60,0,0
96487,Los Angeles,1,29,0,0
96488,Los Angeles,1,61,1,0
96489,Los Angeles,1,44,1,0
96490,Los Angeles,0,27,0,0
96491,Los Angeles,1,54,1,0
96492,Los Angeles,1,29,1,0
96493,Los Angeles,1,53,0,0
96494,Los Angeles,0,57,1,0
96495,Los Angeles,1,36,0,0
96496,Los Angeles,1,40,0,0
96497,Los Angeles,0,33,0,0
96498,Los Angeles,0,35,0,0
96499,Los Angeles,0,37,1,0
96500,Los Angeles,0,28,0,0
96501,Los Angeles,0,31,0,0
96502,Los Angeles,1,30,0,0
96503,Los Angeles,0,50,0,0
96504,Los Angeles,0,47,1,0
96505,Los Angeles,1,25,0,0
96506,Los Angeles,1,51,0,0
96507,Los Angeles,1,32,0,0
96508,Los Angeles,0,39,0,0
96509,Los Angeles,0,30,0,0
96510,Los Angeles,1,30,0,0
96511,Los Angeles,1,29,1,0
96512,Los Angeles,0,41,1,1
96513,Los Angeles,0,31,0,0
96514,Los Angeles,1,61,1,0
96515,Los Angeles,0,53,1,0
96516,Los Angeles,0,56,0,1
96517,Los Angeles,1,56,0,1
96518,Los Angeles,0,48,0,0
96519,Los Angeles,0,56,0,0
96520,Los Angeles,0,28,0,0
96521,Los Angeles,0,32,0,0
96522,Los Angeles,0,32,1,0
96523,Los Angeles,1,36,0,0
96524,Los Angeles,0,30,0,0
96525,Los Angeles,1,27,1,0
96526,Los Angeles,0,62,0,0
96527,Los Angeles,1,43,0,0
96528,Los Angeles,0,51,0,0
96529,Los Angeles,0,31,1,0
96530,Los Angeles,1,36,1,1
96531,Los Angeles,0,29,0,0
96532,Los Angeles,1,26,0,0
96533,Los Angeles,0,55,0,0
96534,Los Angeles,0,43,0,0
96535,Los Angeles,0,33,1,0
96536,Los Angeles,1,45,1,0
96537,Los Angeles,0,31,0,0
96538,Los Angeles,0,35,0,0
96539,Los Angeles,1,56,0,0
96540,Los Angeles,1,29,0,0
96541,Los Angeles,1,36,1,0
96542,Los Angeles,0,53,0,0
96543,Los Angeles,0,27,0,1
96544,Los Angeles,0,60,1,0
96545,Los Angeles,0,44,0,0
96546,Los Angeles,0,43,0,0
96547,Los Angeles,0,42,0,0
96548,Los Angeles,1,34,0,0
96549,Los Angeles,0,31,1,0
96550,Los Angeles,0,56,0,0
96551,Los Angeles,0,59,0,0
96552,Los Angeles,0,50,0,0
96553,Los Angeles,0,61,0,0
96554,Los Angeles,1,33,1,0
96555,Los Angeles,0,33,1,0
96556,Los Angeles,1,37,0,0
96557,Los Angeles,0,53,0,0
96558,Los Angeles,0,52,1,0
96559,Los Angeles,0,59,1,0
96560,Los Angeles,0,45,0,0
96561,Los Angeles,1,26,0,0
96562,Los Angeles,1,38,0,0
96563,Los Angeles,0,48,0,0
96564,Los Angeles,1,47,0,0
96565,Los Angeles,1,41,0,0
96566,Los Angeles,0,49,1,0
96567,Los Angeles,1,44,0,0
96568,Los Angeles,1,32,0,0
96569,Los Angeles,0,60,0,0
96570,Los Angeles,0,60,0,0
96571,Los Angeles,0,38,1,0
96572,Los Angeles,0,39,1,0
